Emiten_Code,URL,Directors,Commissioners,No,Kode Saham,Nama Perusahaan,Secretary,Email Address,Phone Number,Director,Comissioners,Audit Committee,Shareholders,Subsidiary,Public Accountant,Total Subsidiary
TELE,https://www.idx.co.id/en/listed-companies/company-profiles/TELE,"['NAME | POSITION | AFFILIATED', ' MEIJATY JAWIDJAJA | PRESIDENT DIRECTOR | NO', ' MARSHEL SETIAWAN | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' CHRISTIANTO WIDJAJA | PRESIDENT COMMISIONER | YES', ' HENRY CHRISTIADI | COMMISSIONER | NO']",861,TELE,Omni Inovasi Indonesia Tbk.,Semuel Kurniawan,Corporate.Secretary@gmail.com,02129999999,Director Name Position Affiliated MEIJATY JAWIDJAJA PRESIDENT DIRECTOR NoMARSHEL SETIAWAN - DIRECTOR - No,Comissioners Name Position Independent CHRISTIANTO WIDJAJA PRESIDENT COMMISIONER YesHENRY CHRISTIADI - COMMISSIONER - No,[''],[''],"['PT MITRA TELEKOMUNIKASI SELULAR | PERDAGANGAN | 1,728 | 99.99', 'PT MITRA TELEKOMUNIKASI SELULAR | PERDAGANGAN | 1,723 | 99.99', 'PT MITRA TELEKOMUNIKASI SELULAR | PERDAGANGAN | 1,719 | 99.99', 'PT MITRA TELEKOMUNIKASI SELULAR | PERDAGANGAN | 4,300 | 99.99', 'PT MITRA TELEKOMUNIKASI SELULAR | PERDAGANGAN | 7,488 | 99.99', 'PT PERDANA MULIA MAKMUR | PERDAGANGAN | 37,294 | 99.99', 'PT PERDANA MULIA MAKMUR | PERDAGANGAN | 37,172 | 99.99', 'PT PERDANA MULIA MAKMUR | PERDAGANGAN | 37,058 | 99.99', 'PT PERDANA MULIA MAKMUR | PERDAGANGAN | 37,420 | 99.99', 'PT PERDANA MULIA MAKMUR | PERDAGANGAN | 37,771 | 99.99']",,40
TFAS,https://www.idx.co.id/en/listed-companies/company-profiles/TFAS,"['NAME | POSITION | AFFILIATED', ' SETIAWAN PARIKESIT KENCANA | PRESIDENT DIRECTOR | NO', ' TATI RAMAWATI | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' IVAN EKANCONO | PRESIDENT COMMISIONER | NO', ' SRI HARYATNO | COMMISSIONER | YES']",862,TFAS,Telefast Indonesia Tbk.,Ika Christyana,admin.corsec@telefast.co.id,021 - 579 33556,Director Name Position Affiliated Setiawan Parikesit Kencana PRESIDENT DIRECTOR NoTati Ramawati - DIRECTOR - No,Comissioners Name Position Independent Ivan Ekancono PRESIDENT COMMISIONER NoSri Haryatno - COMMISSIONER - Yes,"['SRI HARYATNO - HEAD ', ' RIRIS LILIANTI - MEMBER ', ' HENDRA - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT TELEFAST INVESTAMA INDONESIA - MORE THAN 5% - 213,312,000 - 12.8% ', ' PT M CASH INTEGRASI TBK - MORE THAN 5% - 699,093,200 - 41.95% ', ' BANK OF SINGAPORE LIMITED - MORE THAN 5% - 124,523,900 - 7.47% ', ' MASYARAKAT - MORE THAN 5% - 356,010,400 - 21.36% ', ' PT DISTRIBUSI VOUCHER NUSANTARA TBK - MORE THAN 5% - 271,039,200 - 16.26% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 2,687,800 - 0.16% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 0 - 0%']","['PT ANUGERAH ASET DIGITAL (DAHULU PT SICEPAT ASET DIGITAL) | PENYEDIA JASA PRODUK DIGITAL | 271,470,887 | 41', 'PT BILIK SINERGI INDONESIA | PENYEDIA JASA PRODUK DIGITAL | 2,955,077,990 | 51', 'PT EMITAMA WAHANA MANDIRI | PENYEDIA JASA PRODUK DIGITAL | 688,007,208 | 70', 'PT TFAS DIGITAL INDONESIA | PENYEDIA JASA PRODUK DIGITAL | 504,745,000 | 51']","KOSASIH, NURDIYAMAN, MULYADI, TJAHJO & REKAN",4
TFCO,https://www.idx.co.id/en/listed-companies/company-profiles/TFCO,"['NAME | POSITION | AFFILIATED', ' SUGITO BUDIONO | PRESIDENT DIRECTOR | NO', ' NIO ING TJUNG | VICE PRESIDEN DIRECTOR | NO', ' SILVIA WIRATAMA | DIRECTOR | NO', ' JOHAN WIRJANATA | DIRECTOR | NO', ' DIANA BUDIMAN | DIRECTOR | NO', ' WURYANTO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ANTON WIRATAMA | PRESIDENT COMMISIONER | NO', ' AFANDI HERMAWAN | COMMISSIONER | NO', ' BAMBANG PRAYITNO | COMMISSIONER | YES', ' SISYANTI SISHANDRINI | COMMISSIONER | YES']",863,TFCO,Tifico Fiber Indonesia Tbk.,Joy Matthew Pangemanan,joy-m@tifico.co.id,(021) 5398989,Director Name Position Affiliated Sugito Budiono PRESIDENT DIRECTOR NoNio Ing Tjung VICE PRESIDEN DIRECTOR NoSilvia Wiratama DIRECTOR NoJohan Wirjanata DIRECTOR NoDiana Budiman DIRECTOR NoWuryanto - DIRECTOR - No,Comissioners Name Position Independent Anton Wiratama PRESIDENT COMMISIONER NoAfandi Hermawan COMMISSIONER NoBambang Prayitno COMMISSIONER YesSisyanti Sishandrini - COMMISSIONER - Yes,"['SISYANTI SISHANDRINI - HEAD ', ' RESTANTI RATIH DIANSARI - MEMBER ', ' MARIA NATALINA SINDHIKARA - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE WURYANTO - DIRECTOR - 0 - 0% ', ' PT PROSPECT MOTOR - MORE THAN 5% - 1,595,335,024 - 33.08% ', ' PT. HERMAWAN SENTRAL INVESTAMA - MORE THAN 5% - 838,382,111 - 17.38% ', ' PT. WIRATAMA KARYA SEJATI - MORE THAN 5% - 809,572,997 - 16.79% ', ' ANTON WIRATAMA - COMMISIONER - 307,305,122 - 6.37% ', ' TATANG HERMAWAN - MORE THAN 5% - 0 - 0% ', ' AFANDI HERMAWAN - COMMISIONER - 254,248,638 - 5.27% ', ' ALING HERMAWAN - MORE THAN 5% - 254,030,938 - 5.27% ', ' MULJADI BUDIMAN - MORE THAN 5% - 1,204,100 - 0.02% ', ' SUGITO BUDIONO - DIRECTOR - 0 - 0% ', ' NIO ING TJUNG - DIRECTOR - 1,216,082 - 0.03% ', ' BAMBANG PRAYITNO - COMMISIONER - 0 - 0% ', ' SILVIA WIRATAMA - DIRECTOR - 78,768,726 - 1.63% ', ' JOHAN WIRJANATA - DIRECTOR - 0 - 0% ', ' SISYANTI SISHANDRINI - COMMISIONER - 0 - 0% ', ' DIANA BUDIMAN - DIRECTOR - 0 - 0% ', ' WURYANTO - DIRECTOR - 0 - 0% ', ' PT PROSPECT MOTOR - MORE THAN 5% - 1,595,335,024 - 33.08% ', ' PT. HERMAWAN SENTRAL INVESTAMA - MORE THAN 5% - 838,382,111 - 17.38% ', ' PT. WIRATAMA KARYA SEJATI - MORE THAN 5% - 809,572,997 - 16.79% ', ' ANTON WIRATAMA - COMMISIONER - 307,305,122 - 6.37% ', ' TATANG HERMAWAN - MORE THAN 5% - 0 - 0% ', ' AFANDI HERMAWAN - COMMISIONER - 254,248,638 - 5.27% ', ' ALING HERMAWAN - MORE THAN 5% - 254,030,938 - 5.27% ', ' MULJADI BUDIMAN - MORE THAN 5% - 1,204,100 - 0.02% ', ' SUGITO BUDIONO - DIRECTOR - 0 - 0% ', ' NIO ING TJUNG - DIRECTOR - 1,216,082 - 0.03% ', ' BAMBANG PRAYITNO - COMMISIONER - 0 - 0% ', ' SILVIA WIRATAMA - DIRECTOR - 78,768,726 - 1.63% ', ' JOHAN WIRJANATA - DIRECTOR - 0 - 0% ', ' SISYANTI SISHANDRINI - COMMISIONER - 0 - 0% ', ' DIANA BUDIMAN - DIRECTOR - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 163,745,562 - 3.4% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 519,267,100 - 10.76%']",[''],,0
TGKA,https://www.idx.co.id/en/listed-companies/company-profiles/TGKA,"['NAME | POSITION | AFFILIATED', ' LIANNE WIDJAJA | PRESIDENT DIRECTOR | NO', ' ADHI B. SUPIT | DIRECTOR | NO', ' EDDY SUTISNA | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' MEITY TJIPTOBIANTORO | PRESIDENT COMMISIONER | NO', ' SHINTA W. KAMDANI | COMMISSIONER | NO', ' CHANDRA N. WIDJAJA | COMMISSIONER | NO', ' HENDRA KARTASASMITA | COMMISSIONER | YES', ' HARRY PRAMONO | COMMISSIONER | YES']",864,TGKA,Tigaraksa Satria Tbk.,Syahrizal Sabir,syahrizal-sabir@tigaraksa.co.id,02179180050,Director Name Position Affiliated Lianne Widjaja PRESIDENT - DIRECTOR - No,,[''],[''],"['PT BLUE GAS INDONESIA | INDUSTRI ALAT-ALAT DAPUR DARI LOGAM DAN JASA PERAWATAN DAN PENGISIAN GAS LPG | 267,883 | 99.99', 'PT GAZENTA NIAGA | INDUSTRI ALAT-ALAT DAPUR DARI LOGAM | 11,185 | 99.90', 'PT TIRA CIPTA LOGISTIK | KEGIATAN PENYIMPANAN BARANG SEMENTARA SEBELUM BARANG TERSEBUT DIKIRIM KE TUJUAN AKHIR -LOGISTIK, GUDANG PENYIMPANAN BEKU DAN PEMBEKUAN CEPAT | 398,607 | 60', 'PT TIRA CIPTA TRANSPORTASI | AKTIVITAS PENUNJANG ANGKUTAN | 22,855 | 98', 'PT TIRA SATRIA NIAGA | PERDAGANGAN ECERAN, JASA INFORMASI, PERGUDANGAN, DAN PENUNJANG ANGKUTAN, PEMOGRAMAN DAN KONSULTASI KOMPUTER, DAN KONSULTASI PERIKLANAN DAN PENELITIAN, PASAR, KONSULTAN MANAJEMEN | 93,012 | 99.98']",,6
TGRA,https://www.idx.co.id/en/listed-companies/company-profiles/TGRA,"['NAME | POSITION | AFFILIATED', ' DJANI SUTEDJA | PRESIDENT DIRECTOR | NO', ' DANIEL TAGU DEDO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' IR. NGURAH ADNYANA | PRESIDENT COMMISIONER | NO', ' SUPANDI WS | COMMISSIONER | YES', ' ROY PETRUS CHALIM | COMMISSIONER | NO']",865,TGRA,Terregra Asia Energy Tbk.,Daniel Tagu Dedo,daniel@terregra.co.id,0812 3004 711,Director Name Position Affiliated Djani Sutedja PRESIDENT DIRECTOR NoDaniel Tagu Dedo - DIRECTOR - No,Ngurah Adnyana PRESIDENT COMMISIONER NoSupandi WS COMMISSIONER YesRoy Petrus Chalim - COMMISSIONER - No,[''],[''],"['PT BERKAH ALAM LESTARI ENERGI | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 121,420,666,787 | 80.25', 'PT BERKAH ALAM LESTARI ENERGI | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 121,420,026,567 | 80.25', 'PT BERKAH ALAM LESTARI ENERGI | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 121,440,042,355 | 80.25', 'PT BERKAH ALAM LESTARI ENERGI | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 121,440,042,355 | 80.25', 'PT BERKAH ALAM LESTARI ENERGI | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 122,000,867,409 | 80.25', 'PT BORNEO HYDRO ELECTRIC | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 911,500,000 | 70', 'PT BORNEO HYDRO ELECTRIC | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 911,500,000 | 70', 'PT BORNEO HYDRO ELECTRIC | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 911,500,000 | 70', 'PT BORNEO HYDRO ELECTRIC | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 911,500,000 | 70', 'PT BORNEO HYDRO ELECTRIC | PEMBANGKIT LISTRIK TENAGA MINI HIDRO | 911,500,000 | 70']",,70
TGUK,https://www.idx.co.id/en/listed-companies/company-profiles/TGUK,"['NAME | POSITION | AFFILIATED', ' MAULANA HAKIM | PRESIDENT DIRECTOR | NO', ' AGUS SUHADA | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ANTONIUS BOBBY SISWANTO | PRESIDENT COMMISIONER | NO', ' WIJANARKO | COMMISSIONER | YES', ' NAJIB WAHAB MAULUDDIN | COMMISSIONER | NO']",866,TGUK,Platinum Wahab Nusantara Tbk.,Riza Mauluddin,corporatesecretary@teguk.co.id,(021) 53160311,Director Name Position Affiliated Maulana Hakim PRESIDENT DIRECTOR NoAgus Suhada - DIRECTOR - No,Comissioners Name Position Independent Antonius Bobby Siswanto PRESIDENT COMMISIONER NoWijanarko COMMISSIONER YesNajib Wahab Mauluddin - COMMISSIONER - No,"['WIJANARKO - HEAD ', ' MUHAMMAD IHDA AINUN NAJIB - MEMBER ', ' MARCELINO - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE MAULANA HAKIM - DIRECTOR - 11,875,000 - 0.33% ', ' NAJIB WAHAB MAULUDDIN - COMMISIONER - 11,875,000 - 0.33% ', ' PT DINASTI KREATIF INDONESIA - MORE THAN 5% - 2,476,250,000 - 69.34% ', ' ANTONY LESMANA - MORE THAN 5% - 266,787,600 - 7.47% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 804,664,215 - 22.53%']",[''],KAP IRFAN ZULMENDRA,0
TIFA,https://www.idx.co.id/en/listed-companies/company-profiles/TIFA,"['NAME | POSITION | AFFILIATED', ' CHO JAESEONG | PRESIDENT DIRECTOR | NO', ' EUN SEONGHYUK | DIRECTOR | NO', ' INA DASHINTA HAMID | DIRECTOR | NO', ' ADE RAFIDA SAULINA SAMOSIR | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' KWON YOUNGHOON | PRESIDENT COMMISIONER | NO', ' CHOI JUNG SIK | COMMISSIONER | YES', ' ANTONIUS HANIFAH KOMALA | COMMISSIONER | YES']",867,TIFA,KDB Tifa Finance Tbk.,Dwi Indriyanie,corporate.secretary@kdbtifa.co.id,021-50941140,Director Name Position Affiliated Cho Jaeseong PRESIDENT DIRECTOR NoEun Seonghyuk DIRECTOR NoIna Dashinta Hamid DIRECTOR NoAde Rafida Saulina Samosir - DIRECTOR - No,Comissioners Name Position Independent Kwon Younghoon PRESIDENT COMMISIONER NoChoi Jung Sik COMMISSIONER YesAntonius Hanifah Komala - COMMISSIONER - Yes,"['CHOI JUNG SIK - HEAD ', ' YOON YOUNG JUN - MEMBER ', ' YUSTINA PENIYANTI - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT DWI SATRYA UTAMA - MORE THAN 5% - 532,707,259 - 14.996% ', ' KOREA DEVELOPMENT BANK - MORE THAN 5% - 2,752,920,825 - 77.499% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 266,584,916 - 7.505%']",[''],,0
TINS,https://www.idx.co.id/en/listed-companies/company-profiles/TINS,"['NAME | POSITION | AFFILIATED', ' RESTU WIDIYANTORO | PRESIDENT DIRECTOR | NO', ' FINA ELIANI | DIRECTOR | NO', ' HANDY GENIARDI | DIRECTOR | NO', ' SUHENDRA YUSUF RATUPRAWIRANEGARA | DIRECTOR | NO', ' RATIH MAYASARI | DIRECTOR | NO', ' HARRY BUDI SIDHARTA | VICE PRESIDENT | NO', ' ILHAMSYAH MAHENDRA | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' AGUS ROHMAN | PRESIDENT COMMISIONER | YES', ' YUSLIH IHZA MAHENDRA | COMMISSIONER | YES', ' RIZANI USMAN | COMMISSIONER | NO', ' M. HITA TUNGGAL | COMMISSIONER | YES', ' ENIYA LISTIANI DEWI | COMMISSIONER | NO']",868,TINS,Timah Tbk.,Rendi Kurniawan,	rendi.kurniawan@pttimah.co.id,	+62 717 425 8000,Director Name Position Affiliated Restu Widiyantoro PRESIDENT DIRECTOR NoFina Eliani DIRECTOR NoHandy Geniardi DIRECTOR NoSuhendra Yusuf Ratuprawiranegara DIRECTOR NoRatih Mayasari DIRECTOR NoHarry Budi Sidharta VICE PRESIDENT NoIlhamsyah Mahendra - DIRECTOR - No,Comissioners Name Position Independent Agus Rohman PRESIDENT COMMISIONER YesYuslih Ihza Mahendra - COMMISSIONER - Yes,[''],[''],"['GREAT FORCE TRADING LIMITED (""GFT"") | PERDAGANGAN/ TRADING | 9,924 | 100', 'INDOMETAL (LONDON) LIMITED (""IL"") | AGEN PEMASARAN/ MARKETING AGENT | 1,069,681 | 100', 'PT DOK DAN PERKAPALAN AIR KANTUNG (""DAK"") | JASA PERBENGKELAN, GALANGAN KAPAL DAN TRANSPORTASI/ WORKSHOP SERVCES, SHIPPING DOCKYARD, AND TRANSPORTATION | 218,912 | 100', 'PT TANJUNG ALAM JAYA (""TAJ"") | PERTAMBANGAN BATUBARA/ COAL MINING | 371,739 | 100', 'PT TIM SILIKA NUSANTARA (""TSN"") | PERTAMBANGAN NIKEL/ NICKEL MINING | 301 | 99.99', 'PT TIMAH AGRO MANUNGGAL (""TAM"") | PERTANIAN DAN PERDAGANGAN/ AGRICULTURE AND TRADING | 20,894 | 100', 'PT TIMAH INDOTAMA MINERAL | PENGANGKUTAN DAN PENJUALAN HASIL TAMBANG/ TRANSPORTATION AND SALE OF MINING PRODUCTS | 350 | 65', 'PT TIMAH INDUSTRI (""TI"") | INDUSTRI KIMIA, CHEMICAL INDUSTRY | 815,895 | 100', 'PT TIMAH INVESTASI MINERAL (""TIM"") | EKSPLORASI, PERTAMBANGAN MINERAL DI LUAR TIMAH DAN PEMASARAN BATUBARA/ EXPLORATION, MINING OF NON-TIN MINERALS AND COAL MARKETING | 307,490 | 99.97', 'PT TIMAH KARYA PERSADA PROPERTI (""TKPP"") | INDUSTRI REAL ESTAT/ REAL ESTATE INDUSTRY | 410,023 | 99.75']",,12
TIRA,https://www.idx.co.id/en/listed-companies/company-profiles/TIRA,"['NAME | POSITION | AFFILIATED', ' TOTOK INDRATNO | PRESIDENT DIRECTOR | NO', ' SOESENO ADI | DIRECTOR | NO', ' STEPHEN TEN | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' HARRY KURNIAWAN | COMMISSIONER | YES', ' SELO WINARDI | COMMISSIONER | NO', ' RUDIANTO DARMAWAN SANTOSO | COMMISSIONER | NO', ' ABYASA KAMDANI | PRESIDENT COMMISIONER | NO', ' ELY | COMMISSIONER | YES']",869,TIRA,Tira Austenite Tbk,Soeseno Adi,soeseno.adi@tiraaustenite.com,0214602594,Director Name Position Affiliated Totok Indratno PRESIDENT DIRECTOR NoSoeseno Adi DIRECTOR NoStephen Ten - DIRECTOR - No,Comissioners Name Position Independent Harry Kurniawan COMMISSIONER YesSelo Winardi COMMISSIONER NoRudianto Darmawan Santoso COMMISSIONER NoAbyasa Kamdani PRESIDENT COMMISIONER NoEly - COMMISSIONER - Yes,"['HARRY KURNIAWAN - HEAD ', ' ELY - MEMBER ', ' RIANITA SOELAIMAN - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT WIDJAJATUNGGAL SEJAHTERA - MORE THAN 5% - 259,426,340 - 44.12% ', ' PT. MARTENSITE UNGGUL - MORE THAN 5% - 223,091,694 - 37.94% ', ' MASYARAKAT LAINNYA - MORE THAN 5% - 0 - 0% ', ' ABYASA KAMDANI - COMMISIONER - 0 - 0% ', ' RUDIANTO DARMAWAN SANTOSO - COMMISIONER - 0 - 0% ', ' SELO WINARDI - COMMISIONER - 0 - 0% ', ' HARRY KURNIAWAN - COMMISIONER - 0 - 0% ', ' ELY - COMMISIONER - 0 - 0% ', ' TOTOK INDRATNO - DIRECTOR - 1,000 - 0% ', ' SOESENO ADI - DIRECTOR - 0 - 0% ', ' STEPHEN THEN - DIRECTOR - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 1,388,000 - 0.24% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 104,092,966 - 17.7%']","['PT ALPHA AUSTENITE | INDUSTRI CETAKAN (MOULDING) DAN KAWAT LAS | 50,393,160,822 | 99.99', 'PT GENTA LARAS SEMESTA | PERDAGANGAN | 2,623,453,228 | 99.96', 'PT GENTA LARAS SEMESTA | PERDAGANGAN | 9,954,055,723 | 99.96', 'PT GENTA LARAS SEMESTA (GLS) | PERDAGANGAN | 3,526,775,236 | 99.99', 'PT TIRA ANDALAN STEEL | PERDAGANGAN BAJA | 24,226,910,426 | 99', 'PT TIRA ANDALAN STEEL | PERDAGANGAN BAJA | 24,248,371,499 | 99', 'PT TIRA ANDALAN STEEL (TAS) | PERDAGANGAN BAJA | 24,414,865,318 | 99.99', 'PT. ALPHA AUSTENITE | INDUSTRI CETAKAN DAN KAWAT LAS | 52,582,894,002 | 99.99', 'PT. ALPHA AUSTENITE | INDUSTRI CETAKAN DAN KAWAT LAS | 53,066,831,606 | 99.99', 'PT. ALPHA AUSTENITE | INDUSTRI CETAKAN DAN KAWAT LAS | 52,353,123,704 | 99.99']",,30
TIRT,https://www.idx.co.id/en/listed-companies/company-profiles/TIRT,"['NAME | POSITION | AFFILIATED', ' THAM ARVIN SETYANTO | PRESIDENT DIRECTOR | NO', ' POHAN WIJAYA PO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' LIM GUNARDI HARIYANTO | PRESIDENT COMMISIONER | NO', ' HENDRA SURYA | COMMISSIONER | YES']",870,TIRT,Tirta Mahakam Resources Tbk,Jackson Indrawan,corpsecretary@tirtamahakam.com,021-25675717,Director Name Position Affiliated Tham Arvin Setyanto PRESIDENT DIRECTOR NoPohan Wijaya Po - DIRECTOR - No,Comissioners Name Position Independent Lim Gunardi Hariyanto PRESIDENT COMMISIONER NoHendra Surya - COMMISSIONER - Yes,"['HENDRA SURYA - HEAD ', ' ALIYANTO LATIP - MEMBER ', ' FUGIANDY ANDERSHEN - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT HARITA JAYARAYA - MORE THAN 5% - 744,029,910 - 73.54% ', ' LIM GUNARDI HARIYANTO - COMMISIONER - 0 - 0% ', ' HENDRA SURYA - COMMISIONER - 0 - 0% ', ' THAM ARVIN SETYANTO - DIRECTOR - 0 - 0% ', ' POHAN WIJAYA PO - DIRECTOR - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 2,273,344 - 0.22% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 265,471,496 - 26.24%']",[''],,0
TKIM,https://www.idx.co.id/en/listed-companies/company-profiles/TKIM,"['NAME | POSITION | AFFILIATED', ' SUHENDRA WIRIADINATA | PRESIDENT DIRECTOR | NO', ' AGUSTIAN RACHMANSJAH PARTAWIDJAJA | DIRECTOR | NO', ' ALFIAN LIM | DIRECTOR | NO', ' MEGAWATY TJENDRA | DIRECTOR | NO', ' ANDRE RIDWAN | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' DR. SALEH HUSIN , SE, MSI | PRESIDENT COMMISIONER | NO', ' HENDRA JAYA KOSASIH | COMMISSIONER | NO', ' SUKIRTA MANGKU DJAJA | COMMISSIONER | NO', ' ANDRIE SETIAWAN YAPSIR | COMMISSIONER | NO', ' DR. IR. RIZAL AFFANDI LUKMAN,M.A. | COMMISSIONER | YES', ' PROF. WIDYO PRAMONO | COMMISSIONER | YES', ' SURYAMIN HALIM | COMMISSIONER | YES']",871,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,Ananda Sidharta,ananda_sidharta@app.co.id,021-29650800,Director Name Position Affiliated Suhendra Wiriadinata PRESIDENT DIRECTOR NoAgustian Rachmansjah Partawidjaja DIRECTOR NoAlfian Lim DIRECTOR NoMegawaty Tjendra DIRECTOR NoAndre Ridwan - DIRECTOR - No,MSi PRESIDENT COMMISIONER NoHendra Jaya Kosasih COMMISSIONER NoSukirta Mangku Djaja COMMISSIONER NoAndrie Setiawan Yapsir - COMMISSIONER - No | Widyo Pramono COMMISSIONER YesSuryamin Halim - COMMISSIONER - Yes,"['DR. IR. RIZAL AFFANDI LUKMAN, M.A. - HEAD ', ' SURYAMIN HALIM - MEMBER ', ' TIO I HUAT - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT APP PURINUSA EKAPERSADA - MORE THAN 5% - 1,857,744,987 - 59.6727% ', ' PT ARARA ABADI - MORE THAN 5% - 8,942,510 - 0.2872% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 350,682,086 - 11.2643% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 895,853,987 - 28.7758%']",[''],,0
